signal_date,entry_date,exit_date,ticker,zone_latent,zone_obs,zone_kind,P_obs,P_start,energy,U,L,y_start,p_up,p_down,p_none,a,slope,sigma
2019-01-11,2019-01-14,2019-01-28,QQQ,2,4,vol,153.78796386718744,141.56355987089935,0.029682462372494563,145.9211842894455,136.4281478665037,0.0986029215360057,0.36836363636363634,0.17181818181818181,0.45981818181818185,0.0008001409217028465,-0.0004092870897426776,0.011412968429235927
2019-01-11,2019-01-14,2019-01-28,SPY,6,4,tube,232.9094696044921,241.43800147905696,0.0006239450286094469,245.79475978609716,241.24678591481057,-0.9151552311688592,0.24309090909090908,0.7478181818181818,0.00909090909090915,0.0003013107852169132,-3.697223405844163e-05,0.008363033486950337
2019-01-14,2019-01-15,2019-01-29,QQQ,2,4,vol,152.42898559570315,138.84286510033434,0.17485577163944993,145.9211842894455,136.44790617990108,-0.48155675976822204,0.16563636363636364,0.41654545454545455,0.41781818181818187,0.0008001409217028465,-0.0004092870897426776,0.011412968429235927
2019-01-14,2019-01-15,2019-01-29,SPY,6,3,tube,231.48851013183597,245.23222384323904,0.15698789469605012,245.79475978609716,241.22077310621097,0.7560447037591389,0.7434545454545455,0.24581818181818182,0.010727272727272696,0.0003013107852169132,-3.697223405844163e-05,0.008363033486950337
2019-01-15,2019-01-16,2019-01-30,QQQ,2,4,vol,155.4053802490235,144.87667505688742,0.8574292789247103,145.9211842894455,136.59563766339133,0.7824469641961384,0.7410909090909091,0.040545454545454544,0.21836363636363632,0.0008001409217028465,-0.0004092870897426776,0.011412968429235927
2019-01-15,2019-01-16,2019-01-30,SPY,6,4,tube,234.14154052734384,243.1417640946807,0.5640610227193856,245.79475978609716,241.1770185170213,-0.14440435441972468,0.47763636363636364,0.5054545454545455,0.016909090909090874,0.0003013107852169132,-3.697223405844163e-05,0.008363033486950337
2019-01-16,2019-01-17,2019-01-31,QQQ,2,4,vol,155.37667846679693,145.14241634000402,7.692644443404393e-05,145.9211842894455,136.51999812414374,0.8392925141078111,0.777090909090909,0.03309090909090909,0.18981818181818186,0.0008001409217028465,-0.0004092870897426776,0.011412968429235927
2019-01-16,2019-01-17,2019-01-31,SPY,6,4,tube,234.7081604003906,243.73872944762397,0.02508548075834781,245.79475978609716,241.1354762444446,0.1221627451206144,0.5638181818181818,0.418,0.018181818181818243,0.0003013107852169132,-3.697223405844163e-05,0.008363033486950337
2019-01-17,2019-01-18,2019-02-01,QQQ,2,5,vol,156.60171508789068,138.73855802316666,0.1417383046305969,145.9211842894455,136.6061138322556,-0.5303692706910332,0.16818181818181818,0.45181818181818184,0.37999999999999995,0.0008001409217028465,-0.0004092870897426776,0.011412968429235927
2019-01-17,2019-01-18,2019-02-01,SPY,6,4,tube,236.48880004882815,245.76304978155844,0.248382604361411,245.79475978609716,241.11823421340986,0.9865672046984415,0.8072727272727273,0.182,0.010727272727272752,0.0003013107852169132,-3.697223405844163e-05,0.008363033486950337
